model_name,steady_S,steady_Q,steady_L,steady_B
2_20_9_3_2,0.5,0.0,0.0,0.5
2_20_9_3_3,0.4999999998026079,0.0,0.0,0.5000000001973921
2_2_0_0_0,0.0,0.0,0.0,1.0
2_2_0_0_1,0.0,0.0,0.0,1.0
2_2_0_0_2,0.0,0.0,0.0,1.0
2_2_0_0_3,0.0,0.0,0.0,1.0
2_2_0_1_0,0.0,0.004959353238135101,0.004959353238135101,0.9900812935237298
2_2_0_1_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_0_1_2,0.0,0.004979738273510805,0.004979738273510805,0.9900405234529784
2_2_0_1_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_0_2_0,0.0,0.009836574269361438,0.009836574269361438,0.9803268514612771
2_2_0_2_1,0.0,0.003741462892707656,0.003741462892707656,0.9925170742145847
2_2_0_2_2,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_0_2_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_0_3_0,0.0,0.001665918212861061,0.001665918212861061,0.9966681635742779
2_2_0_3_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_0_3_2,0.0,0.0011108893937709563,0.0011108893937709563,0.9977782212124581
2_2_0_3_3,0.0,0.002912652549768576,0.002912652549768576,0.9941746949004628
2_2_10_0_0,0.0,0.0,0.0,1.0
2_2_10_0_1,0.0,0.0,0.0,1.0
2_2_10_0_2,0.0,0.0,0.0,1.0
2_2_10_0_3,0.0,0.0,0.0,1.0
2_2_10_1_0,0.0,0.0,1.0,0.0
2_2_10_1_1,0.0,0.0,1.0,0.0
2_2_10_1_2,0.0,0.0,1.0,0.0
2_2_10_1_3,0.0,0.0,1.0,0.0
2_2_10_2_0,0.0,0.0,1.0,0.0
2_2_10_2_1,0.0,0.0,1.0,0.0
2_2_10_2_2,0.0,0.0,1.0,0.0
2_2_10_2_3,0.0,0.0,1.0,0.0
2_2_10_3_0,0.0,0.0,1.0,0.0
2_2_10_3_1,0.0,0.0,1.0,0.0
2_2_10_3_2,0.0,0.0,1.0,0.0
2_2_10_3_3,0.0,0.0,1.0,0.0
2_2_1_0_0,0.0,0.0,0.0,1.0
2_2_1_0_1,0.0,0.0,0.0,1.0
2_2_1_0_2,0.0,0.0,0.0,1.0
2_2_1_0_3,0.0,0.0,0.0,1.0
2_2_1_1_0,0.0,0.004959353238135101,0.004959353238135101,0.9900812935237298
2_2_1_1_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_1_1_2,0.0,0.004979738273510805,0.004979738273510805,0.9900405234529784
2_2_1_1_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_1_2_0,0.0,0.009836574269361438,0.009836574269361438,0.9803268514612771
2_2_1_2_1,0.0,0.003741462892707656,0.003741462892707656,0.9925170742145847
2_2_1_2_2,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_1_2_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_1_3_0,0.0,0.001665918212861061,0.001665918212861061,0.9966681635742779
2_2_1_3_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_1_3_2,0.0,0.0011108893937709563,0.0011108893937709563,0.9977782212124581
2_2_1_3_3,0.0,0.002912652549768576,0.002912652549768576,0.9941746949004628
2_2_2_0_0,0.0,0.0,0.0,1.0
2_2_2_0_1,0.0,0.0,0.0,1.0
2_2_2_0_2,0.0,0.0,0.0,1.0
2_2_2_0_3,0.0,0.0,0.0,1.0
2_2_2_1_0,0.0,0.004959353238135101,0.004959353238135101,0.9900812935237298
2_2_2_1_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_2_1_2,0.0,0.004979738273510805,0.004979738273510805,0.9900405234529784
2_2_2_1_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_2_2_0,0.0,0.009836574269361438,0.009836574269361438,0.9803268514612771
2_2_2_2_1,0.0,0.003741462892707656,0.003741462892707656,0.9925170742145847
2_2_2_2_2,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_2_2_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_2_3_0,0.0,0.001665918212861061,0.001665918212861061,0.9966681635742779
2_2_2_3_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_2_3_2,0.0,0.0011108893937709563,0.0011108893937709563,0.9977782212124581
2_2_2_3_3,0.0,0.002912652549768576,0.002912652549768576,0.9941746949004628
2_2_3_0_0,0.0,0.0,0.0,1.0
2_2_3_0_1,0.0,0.0,0.0,1.0
2_2_3_0_2,0.0,0.0,0.0,1.0
2_2_3_0_3,0.0,0.0,0.0,1.0
2_2_3_1_0,0.0,0.004959353238135101,0.004959353238135101,0.9900812935237298
2_2_3_1_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_3_1_2,0.0,0.004977477298083435,0.004977477298083435,0.9900450454038331
2_2_3_1_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_3_2_0,0.0,0.009815838764717399,0.009815838764717399,0.9803683224705652
2_2_3_2_1,0.0,0.0037405117831312853,0.0037405117831312853,0.9925189764337374
2_2_3_2_2,0.0,0.0024971916641011367,0.0024971916641011367,0.9950056166717978
2_2_3_2_3,0.0,0.0024973146615351583,0.0024973146615351583,0.9950053706769297
2_2_3_3_0,0.0,0.001665918212861061,0.001665918212861061,0.9966681635742779
2_2_3_3_1,0.0,0.0024971916641011367,0.0024971916641011367,0.9950056166717978
2_2_3_3_2,0.0,0.0011108893937709563,0.0011108893937709563,0.9977782212124581
2_2_3_3_3,0.0,0.0,0.004191996319067318,0.9958080036809327
2_2_4_0_0,0.0,0.0,0.0,1.0
2_2_4_0_1,0.0,0.0,0.0,1.0
2_2_4_0_2,0.0,0.0,0.0,1.0
2_2_4_0_3,0.0,0.0,0.0,1.0
2_2_4_1_0,0.0,0.004959353238135101,0.004959353238135101,0.9900812935237298
2_2_4_1_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_4_1_2,0.0,0.004977477298083435,0.004977477298083435,0.9900450454038331
2_2_4_1_3,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_4_2_0,0.0,0.0,0.014587444651483516,0.9854125553485165
2_2_4_2_1,0.0,0.0037405117831312853,0.0037405117831312853,0.9925189764337374
2_2_4_2_2,0.0,0.0024971916641011367,0.0024971916641011367,0.9950056166717978
2_2_4_2_3,0.0,0.0024960480517522625,0.0024960480517522625,0.9950079038964955
2_2_4_3_0,0.0,0.001665918212861061,0.001665918212861061,0.9966681635742779
2_2_4_3_1,0.0,0.0024971916641011367,0.0024971916641011367,0.9950056166717978
2_2_4_3_2,0.0,0.0011108893937709563,0.0011108893937709563,0.9977782212124581
2_2_4_3_3,0.0,0.0,0.0043094337821579926,0.995690566217842
2_2_5_0_0,0.0,0.0,0.0,1.0
2_2_5_0_1,0.0,0.0,0.0,1.0
2_2_5_0_2,0.0,0.0,0.0,1.0
2_2_5_0_3,0.0,0.0,0.0,1.0
2_2_5_1_0,0.0,0.004918220339957909,0.004918220339957909,0.9901635593200842
2_2_5_1_1,0.0,0.002497472856250499,0.002497472856250499,0.995005054287499
2_2_5_1_2,0.0,0.0,0.007716653475722847,0.9922833465242772
2_2_5_1_3,0.0,0.0,0.004081685265686479,0.9959183147343135
2_2_5_2_0,0.0,0.0,0.014559049891413526,0.9854409501085865
2_2_5_2_1,0.0,0.0,0.005807631974229959,0.99419236802577
2_2_5_2_2,0.0,0.0,0.0038812933293526086,0.9961187066706474
2_2_5_2_3,0.0,0.0,0.0038382788895905263,0.9961617211104095
2_2_5_3_0,0.0,0.001665918212861061,0.001665918212861061,0.9966681635742779
2_2_5_3_1,0.0,0.0,0.0038812933293526086,0.9961187066706474
2_2_5_3_2,0.0,0.0,0.0018173742480114814,0.9981826257519886
2_2_5_3_3,0.0,0.0,0.004241238190482853,0.9957587618095172
2_2_6_0_0,0.0,0.0,0.0,1.0
2_2_6_0_1,0.0,0.0,0.0,1.0
2_2_6_0_2,0.0,0.0,0.0,1.0
2_2_6_0_3,0.0,0.0,0.0,1.0
2_2_6_1_0,0.0,0.0,1.0,0.0
2_2_6_1_1,0.0,0.0,0.004585090468421253,0.9954149095315787
2_2_6_1_2,0.0,0.0,0.008682749315515397,0.9913172506844846
2_2_6_1_3,0.0,0.0,0.004079075776948077,0.9959209242230519
2_2_6_2_0,0.0,0.0,0.01509745589800366,0.9849025441019963
2_2_6_2_1,0.0,0.0,0.00653433350302748,0.9934656664969725
2_2_6_2_2,0.0,0.0,0.004366700336780019,0.99563329966322
2_2_6_2_3,0.0,0.0,0.0040654005741401844,0.9959345994258598
2_2_6_3_0,0.0,0.0,0.0031145117113730823,0.9968854882886269
2_2_6_3_1,0.0,0.0,0.004155028633970029,0.99584497136603
2_2_6_3_2,0.0,0.0,0.0018171342936314687,0.9981828657063686
2_2_6_3_3,0.0,0.0,0.0047059944476183545,0.9952940055523817
2_2_7_0_0,0.0,0.0,0.0,1.0
2_2_7_0_1,0.0,0.0,0.0,1.0
2_2_7_0_2,0.0,0.0,0.0,1.0
2_2_7_0_3,0.0,0.0,0.0,1.0
2_2_7_1_0,0.0,0.0,1.0,0.0
2_2_7_1_1,0.0,0.0,1.0,0.0
2_2_7_1_2,0.0,0.0,1.0,0.0
2_2_7_1_3,0.0,0.0,0.004643866803364887,0.9953561331966351
2_2_7_2_0,0.0,0.0,1.0,0.0
2_2_7_2_1,0.0,0.0,1.0,0.0
2_2_7_2_2,0.0,0.0,0.00419407020356239,0.9958059297964376
2_2_7_2_3,0.0,0.0,0.004603477217548951,0.995396522782451
2_2_7_3_0,0.0,0.0,1.0,0.0
2_2_7_3_1,0.0,0.0,0.004300730120396703,0.9956992698796033
2_2_7_3_2,0.0,0.0,0.0020665066648125224,0.9979334933351875
2_2_7_3_3,0.0,0.0,0.0046152906981250744,0.995384709301875
2_2_8_0_0,0.0,0.0,0.0,1.0
2_2_8_0_1,0.0,0.0,0.0,1.0
2_2_8_0_2,0.0,0.0,0.0,1.0
2_2_8_0_3,0.0,0.0,0.0,1.0
2_2_8_1_0,0.0,0.0,1.0,0.0
2_2_8_1_1,0.0,0.0,1.0,0.0
2_2_8_1_2,0.0,0.0,1.0,0.0
2_2_8_1_3,0.0,0.0,1.0,0.0
2_2_8_2_0,0.0,0.0,1.0,0.0
2_2_8_2_1,0.0,0.0,1.0,0.0
2_2_8_2_2,0.0,0.0,1.0,0.0
2_2_8_2_3,0.0,0.0,1.0,0.0
2_2_8_3_0,0.0,0.0,1.0,0.0
2_2_8_3_1,0.0,0.0,1.0,0.0
2_2_8_3_2,0.0,0.0,1.0,0.0
2_2_8_3_3,0.0,0.0,0.004768075683569067,0.9952319243164309
2_2_9_0_0,0.0,0.0,0.0,1.0
2_2_9_0_1,0.0,0.0,0.0,1.0
2_2_9_0_2,0.0,0.0,0.0,1.0
2_2_9_0_3,0.0,0.0,0.0,1.0
2_2_9_1_0,0.0,0.0,1.0,0.0
2_2_9_1_1,0.0,0.0,1.0,0.0
2_2_9_1_2,0.0,0.0,1.0,0.0
2_2_9_1_3,0.0,0.0,1.0,0.0
2_2_9_2_0,0.0,0.0,1.0,0.0
2_2_9_2_1,0.0,0.0,1.0,0.0
2_2_9_2_2,0.0,0.0,1.0,0.0
2_2_9_2_3,0.0,0.0,1.0,0.0
2_2_9_3_0,0.0,0.0,1.0,0.0
2_2_9_3_1,0.0,0.0,1.0,0.0
2_2_9_3_2,0.0,0.0,1.0,0.0
2_2_9_3_3,0.0,0.0,1.0,0.0
2_3_0_0_0,0.0,0.0,0.0,1.0
2_3_0_0_1,0.0,0.0,0.0,1.0
2_3_0_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_0_0_3,0.0,0.0,0.0,1.0
2_3_0_1_0,0.0,0.0,0.00854144540408361,0.9914585545959164
2_3_0_1_1,0.0,0.0,0.01484508368208584,0.9851549163179142
2_3_0_1_2,0.0,0.0,0.022630115471227095,0.9773698845287729
2_3_0_1_3,0.0,0.0,0.015214924228369526,0.9847850757716304
2_3_0_2_0,0.0,0.0,0.018460457084162343,0.9815395429158377
2_3_0_2_1,0.0,0.0,0.013200325967718349,0.9867996740322816
2_3_0_2_2,0.0,0.0,0.013607146098156763,0.9863928539018433
2_3_0_2_3,0.0,0.0,0.018372853118600915,0.9816271468813992
2_3_0_3_0,0.0,0.0,0.008472651442644691,0.9915273485573554
2_3_0_3_1,0.0,0.0,0.009977590182802793,0.9900224098171972
2_3_0_3_2,0.0,0.0,0.011532762296083961,0.9884672377039161
2_3_0_3_3,0.0,0.0,0.015205000084877476,0.9847949999151225
2_3_10_0_0,0.0,0.0,0.0,1.0
2_3_10_0_1,0.0,0.0,0.0,1.0
2_3_10_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_10_0_3,0.0,0.0,0.0,1.0
2_3_10_1_0,0.0,0.02,0.0,0.98
2_3_10_1_1,0.00048311307968830003,0.01995907929242826,0.041196165071746546,0.9383616425561369
2_3_10_1_2,0.0,0.0692022466154953,0.015962231751412793,0.914835521633092
2_3_10_1_3,0.0,0.04447314661365498,0.06437097110160202,0.891155882284743
2_3_10_2_0,0.0,0.07354240065710542,0.004948286088817896,0.9215093132540767
2_3_10_2_1,0.0,0.049416696332692446,0.00854284210602048,0.9420404615612871
2_3_10_2_2,0.0,0.9894806327362653,0.01051936726373481,0.0
2_3_10_2_3,5.6805325715287426e-05,0.03530915476135304,0.05003870196135287,0.9145953379515788
2_3_10_3_0,0.0006294350294784524,0.014139867629148144,0.030813121383583705,0.9544175759577898
2_3_10_3_1,0.0,0.05598952604181423,0.005770287229276971,0.9382401867289089
2_3_10_3_2,6.035783820685e-05,0.011092021416718563,0.19020689634913446,0.7986407243959402
2_3_10_3_3,0.0,0.0569579016361649,0.0004247911141816638,0.9426173072496534
2_3_1_0_0,0.0,0.0,0.0,1.0
2_3_1_0_1,0.0,0.0,0.0,1.0
2_3_1_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_1_0_3,0.0,0.0,0.0,1.0
2_3_1_1_0,0.0,0.0,0.00854144540408361,0.9914585545959164
2_3_1_1_1,0.0,0.0,0.01484508368208584,0.9851549163179142
2_3_1_1_2,0.0,0.0,0.022551800533168208,0.9774481994668318
2_3_1_1_3,0.0,0.0,0.015214924228369526,0.9847850757716304
2_3_1_2_0,0.0,0.0,0.018460457084162343,0.9815395429158377
2_3_1_2_1,0.0,0.0,0.013200325967718349,0.9867996740322816
2_3_1_2_2,0.0,0.0,0.013584712819827495,0.9864152871801726
2_3_1_2_3,0.0,0.0,0.017950773200217304,0.9820492267997827
2_3_1_3_0,0.0,0.0,0.008472651442644691,0.9915273485573554
2_3_1_3_1,0.0,0.0,0.009977590182802793,0.9900224098171972
2_3_1_3_2,0.0,0.0,0.01162149568227028,0.9883785043177297
2_3_1_3_3,0.0,0.0,0.015151743361466572,0.9848482566385335
2_3_2_0_0,0.0,0.0,0.0,1.0
2_3_2_0_1,0.0,0.0,0.0,1.0
2_3_2_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_2_0_3,0.0,0.0,0.0,1.0
2_3_2_1_0,0.0,0.0,0.00854144540408361,0.9914585545959164
2_3_2_1_1,0.0,0.0,0.01484508368208584,0.9851549163179142
2_3_2_1_2,0.0,0.0,0.023026246636001387,0.9769737533639986
2_3_2_1_3,0.0,0.0,0.015361326742225123,0.9846386732577749
2_3_2_2_0,0.0,0.0,0.017811220572499682,0.9821887794275003
2_3_2_2_1,0.0,0.0,0.01341634461184223,0.9865836553881577
2_3_2_2_2,0.0,0.0,0.013530657884744682,0.9864693421152554
2_3_2_2_3,0.0,0.0,0.01800704458244979,0.9819929554175503
2_3_2_3_0,0.0,0.0,0.008472651442644691,0.9915273485573554
2_3_2_3_1,0.0,0.0,0.01026918657011553,0.9897308134298844
2_3_2_3_2,0.0,0.0,0.011414208603857973,0.988585791396142
2_3_2_3_3,0.0,0.0,0.015452001753879093,0.9845479982461209
2_3_3_0_0,0.0,0.0,0.0,1.0
2_3_3_0_1,0.0,0.0,0.0,1.0
2_3_3_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_3_0_3,0.0,0.0,0.0,1.0
2_3_3_1_0,0.0,0.0,0.008524667981672878,0.9914753320183272
2_3_3_1_1,0.0,0.0,0.015008506431576762,0.9849914935684232
2_3_3_1_2,0.0,0.0,0.023748589734930273,0.9762514102650698
2_3_3_1_3,0.0,0.0,0.014631267983409283,0.9853687320165907
2_3_3_2_0,0.0,0.0,0.0204424699531524,0.9795575300468476
2_3_3_2_1,0.0,0.0,0.01368719291259865,0.9863128070874013
2_3_3_2_2,0.0,0.0,0.013979272401921733,0.9860207275980784
2_3_3_2_3,0.0,0.0,0.018258261223689513,0.9817417387763105
2_3_3_3_0,0.0,0.0,0.008810796280207608,0.9911892037197924
2_3_3_3_1,0.0,0.0,0.009913855109732885,0.9900861448902671
2_3_3_3_2,0.0,0.0,0.011965780682639744,0.9880342193173602
2_3_3_3_3,0.0,0.0,0.01581029898301091,0.9841897010169891
2_3_4_0_0,0.0,0.0,0.0,1.0
2_3_4_0_1,0.0,0.0,0.0,1.0
2_3_4_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_4_0_3,0.0,0.0,0.0,1.0
2_3_4_1_0,0.0,0.0,0.008524667981672878,0.9914753320183272
2_3_4_1_1,0.0,0.0,0.0175012359807392,0.9824987640192608
2_3_4_1_2,0.0,0.0,0.02299269059976612,0.977007309400234
2_3_4_1_3,0.0,0.0,0.015399311729140818,0.9846006882708592
2_3_4_2_0,0.0,0.0,0.0198672500862907,0.9801327499137092
2_3_4_2_1,0.0,0.0,0.015776584887151647,0.9842234151128484
2_3_4_2_2,0.0,0.0,0.013528849908625573,0.9864711500913743
2_3_4_2_3,0.0,0.0,0.01756812573877585,0.9824318742612242
2_3_4_3_0,0.0,0.0,0.010009399894896166,0.9899906001051039
2_3_4_3_1,0.0,0.0,0.010189597724038251,0.9898104022759617
2_3_4_3_2,0.0,0.0,0.012173755920800151,0.9878262440791998
2_3_4_3_3,0.0,0.0,0.015528020573005844,0.9844719794269942
2_3_5_0_0,0.0,0.0,0.0,1.0
2_3_5_0_1,0.0,0.0,0.0,1.0
2_3_5_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_5_0_3,0.0,0.0,0.0,1.0
2_3_5_1_0,0.0,0.0,0.00939350404827685,0.9906064959517231
2_3_5_1_1,0.0,0.0,0.017117686147509734,0.9828823138524903
2_3_5_1_2,0.0,0.0,0.020748155893849624,0.9792518441061504
2_3_5_1_3,0.0,0.0,0.01533405999218955,0.9846659400078105
2_3_5_2_0,0.0,0.0,0.017004603915460607,0.9829953960845393
2_3_5_2_1,0.0,0.0,0.013830463088409682,0.9861695369115904
2_3_5_2_2,0.0,0.0,0.013213638496760051,0.9867863615032398
2_3_5_2_3,0.0,0.0,0.018531446208980364,0.9814685537910197
2_3_5_3_0,0.0,0.0,0.008765890938780824,0.9912341090612192
2_3_5_3_1,0.0,0.0,0.009394690387247112,0.9906053096127528
2_3_5_3_2,0.0,0.0,0.01127336887012898,0.988726631129871
2_3_5_3_3,0.0,0.0,0.014388620693354472,0.9856113793066456
2_3_6_0_0,0.0,0.0,0.0,1.0
2_3_6_0_1,0.0,0.0,0.0,1.0
2_3_6_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_6_0_3,0.0,0.0,0.0,1.0
2_3_6_1_0,0.0,0.0,0.009038526862004757,0.9909614731379952
2_3_6_1_1,0.0,0.0,0.021391243103046,0.978608756896954
2_3_6_1_2,0.0,0.0,0.02191344853455839,0.9780865514654417
2_3_6_1_3,0.0,0.0,0.016231307454842116,0.9837686925451579
2_3_6_2_0,0.0,0.0,0.019355385063807743,0.9806446149361923
2_3_6_2_1,0.0,0.0,0.012878686051062698,0.9871213139489373
2_3_6_2_2,0.0,0.0,0.01410353630973572,0.9858964636902643
2_3_6_2_3,0.0,0.0,0.01768959841628126,0.9823104015837187
2_3_6_3_0,0.0,0.0,0.01087578350887928,0.9891242164911207
2_3_6_3_1,0.0,0.0,0.011248372282583744,0.9887516277174162
2_3_6_3_2,0.0,0.0,0.01271321794544412,0.9872867820545559
2_3_6_3_3,0.0,0.0,0.015097547234443641,0.9849024527655563
2_3_7_0_0,0.0,0.0,0.0,1.0
2_3_7_0_1,0.0,0.0,0.0,1.0
2_3_7_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_7_0_3,0.0,0.0,0.0,1.0
2_3_7_1_0,0.0,0.02,0.0,0.98
2_3_7_1_1,0.0,0.0,1.0,0.0
2_3_7_1_2,0.0,0.0,0.022085691840268627,0.9779143081597315
2_3_7_1_3,0.0,0.0,0.01727863327750374,0.9827213667224962
2_3_7_2_0,0.0,0.0,0.014242643182235325,0.9857573568177647
2_3_7_2_1,0.0,0.0,0.01307951098579047,0.9869204890142095
2_3_7_2_2,0.0,0.0,0.014409046370976104,0.9855909536290239
2_3_7_2_3,0.0,0.0,0.018852271146383333,0.9811477288536167
2_3_7_3_0,0.0,0.0,0.012613996096205105,0.9873860039037949
2_3_7_3_1,0.0,0.0,0.009911055233787616,0.9900889447662123
2_3_7_3_2,0.0,0.0,0.012016204577830338,0.9879837954221696
2_3_7_3_3,0.0,0.0,0.014318501834415938,0.985681498165584
2_3_8_0_0,0.0,0.0,0.0,1.0
2_3_8_0_1,0.0,0.0,0.0,1.0
2_3_8_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_8_0_3,0.0,0.0,0.0,1.0
2_3_8_1_0,0.0,0.02,0.0,0.98
2_3_8_1_1,0.005515044478789051,0.03965747718324224,0.05590176581856613,0.8989257125194026
2_3_8_1_2,0.0,0.0,1.0,0.0
2_3_8_1_3,0.0,0.0,1.0,0.0
2_3_8_2_0,0.0,0.0,1.0,0.0
2_3_8_2_1,0.0,0.0,1.0,0.0
2_3_8_2_2,0.0,0.0,0.011190345517465885,0.9888096544825342
2_3_8_2_3,0.0,0.0,0.015016182387233316,0.9849838176127668
2_3_8_3_0,0.0010899158666584912,0.014108439234160872,0.3209231043156004,0.6638785405835803
2_3_8_3_1,0.0,0.0,1.0,0.0
2_3_8_3_2,0.0,0.0,0.0,1.0
2_3_8_3_3,0.0,0.0,0.0,1.0
2_3_9_0_0,0.0,0.0,0.0,1.0
2_3_9_0_1,0.0,0.0,0.0,1.0
2_3_9_0_2,0.0,0.02683528146814994,0.02683528146814994,0.9463294370637001
2_3_9_0_3,0.0,0.0,0.0,1.0
2_3_9_1_0,0.0,0.02,0.0,0.98
2_3_9_1_1,0.0011905268455108021,0.021918019449597044,0.041930982269869244,0.9349604714350229
2_3_9_1_2,0.0,0.06243368219950377,0.01542127329959722,0.9221450445008991
2_3_9_1_3,0.001034814223012521,0.038474997024811726,0.052275919617615345,0.9082142691345605
2_3_9_2_0,0.0,0.07354240065710542,0.004948286088817896,0.9215093132540767
2_3_9_2_1,0.0,0.014156691504722591,0.008532745530525408,0.977310562964752
2_3_9_2_2,0.0,0.0,0.010520829135730483,0.9894791708642696
2_3_9_2_3,0.0,0.0,0.046311401950163054,0.953688598049837
2_3_9_3_0,0.0006209086355437641,0.014892154248091967,0.03431262694691818,0.9501743101694461
2_3_9_3_1,0.0,0.044238014097935596,0.0057497878351153225,0.9500121980669491
2_3_9_3_2,6.619808539076005e-05,0.006732161060161887,0.006567360402682,0.9866342804517654
2_3_9_3_3,0.0,0.13338969659837616,0.0,0.8666103034016239
2_4_0_0_0,0.0,0.0,0.0,1.0
2_4_0_0_1,0.0,0.0,0.0,1.0
2_4_0_0_2,0.0,0.0,0.03851312356744542,0.9614868764325546
2_4_0_0_3,0.0,0.012178952428628868,0.012178952428628868,0.9756420951427422
2_4_0_1_0,0.0,0.0,0.017175523127317547,0.9828244768726825
2_4_0_1_1,0.0,0.0,0.027710531831774646,0.9722894681682254
2_4_0_1_2,0.0,0.0,0.03695636032900786,0.9630436396709922
2_4_0_1_3,0.0,0.0,0.029002856157831887,0.9709971438421681
2_4_0_2_0,0.0,0.0,0.03378881947356159,0.9662111805264384
2_4_0_2_1,0.0,0.0,0.029086752689788144,0.9709132473102119
2_4_0_2_2,0.0,0.0,0.024194818627497637,0.9758051813725024
2_4_0_2_3,0.0,0.0,0.030447616952082267,0.9695523830479178
2_4_0_3_0,0.0,0.0,0.02609750116886068,0.9739024988311393
2_4_0_3_1,0.0,0.0,0.025892791141152036,0.9741072088588479
2_4_0_3_2,0.0,0.0,0.026001338923236632,0.9739986610767635
2_4_0_3_3,0.0,0.0,0.028648348442006682,0.9713516515579934
2_4_10_0_0,0.0,0.0,0.0,1.0
2_4_10_0_1,0.0,0.0,0.0,1.0
2_4_10_0_2,0.0,0.0,0.03851312356744542,0.9614868764325546
2_4_10_0_3,0.0,0.012178952428628868,0.012178952428628868,0.9756420951427422
2_4_10_1_0,0.0003069063488237113,0.04463890256980673,0.06190980780243059,0.893144383278939
2_4_10_1_1,0.0011013330725576833,0.04035962397488054,0.11421704898685946,0.8443219939657023
2_4_10_1_2,0.007787432372393908,0.07960626365641753,0.22667246460004215,0.6859338393711465
2_4_10_1_3,0.00016830108762552125,0.03190301115374284,0.08244828074506054,0.8854804070135711
2_4_10_2_0,4.259870550683201e-05,0.08956134447068151,0.05441670039131829,0.8559793564324933
2_4_10_2_1,4.4683444535912e-05,0.052015698229392275,0.07018654422506945,0.8777530741010023
2_4_10_2_2,0.0009622829003671325,0.035516881204115475,0.11739163838418987,0.8461291975113275
2_4_10_2_3,0.0012818223963403923,0.03640779601042356,0.138579172103161,0.8237312094900751
2_4_10_3_0,0.0,0.019623018947957826,0.1036844096971129,0.8766925713549293
2_4_10_3_1,0.0003403273469953432,0.05462425596140083,0.04521479397328309,0.8998206227183208
2_4_10_3_2,0.0,0.017798606446702912,0.07219837701164455,0.9100030165416525
2_4_10_3_3,0.0016968048749399318,0.05057159535117603,0.12011956413255956,0.8276120356413246
2_4_1_0_0,0.0,0.0,0.0,1.0
2_4_1_0_1,0.0,0.0,0.0,1.0
2_4_1_0_2,0.0,0.0,0.03851312356744542,0.9614868764325546
2_4_1_0_3,0.0,0.012178952428628868,0.012178952428628868,0.9756420951427422
2_4_1_1_0,0.0,0.0,0.017175523127317547,0.9828244768726825
2_4_1_1_1,0.0,0.0,0.027710531831774646,0.9722894681682254
2_4_1_1_2,0.0,0.0,0.0373012711787357,0.9626987288212643
2_4_1_1_3,0.0,0.0,0.02934677815427788,0.9706532218457221
2_4_1_2_0,0.0,0.0,0.03332599808022728,0.9666740019197727
2_4_1_2_1,0.0,0.0,0.028664009057392525,0.9713359909426075
2_4_1_2_2,0.0,0.0,0.024417569913562087,0.975582430086438
2_4_1_2_3,0.0,0.0,0.030264725856654687,0.9697352741433454
2_4_1_3_0,0.0,0.0,0.026144385109354122,0.9738556148906459
2_4_1_3_1,0.0,0.0,0.025619818614661803,0.9743801813853382
2_4_1_3_2,0.0,0.0,0.025739392336618462,0.9742606076633816
2_4_1_3_3,0.0,0.0,0.028356021198163592,0.9716439788018364
2_4_2_0_0,0.0,0.0,0.0,1.0
2_4_2_0_1,0.0,0.0,0.0,1.0
2_4_2_0_2,0.0,0.0,0.03851312356744542,0.9614868764325546
2_4_2_0_3,0.0,0.012178952428628868,0.012178952428628868,0.9756420951427422
2_4_2_1_0,0.0,0.0,0.017175523127317547,0.9828244768726825
2_4_2_1_1,0.0,0.0,0.027497691407418444,0.9725023085925816
